,Date,StartupName,IndustryVertical,SubVertical,CityLocation,InvestorsName,InvestmentType,AmountInUSD,no_of_investors,lds,year
1402,2016-01-21,Easypolicy,Consumer Internet,Online insurance policy aggregator,noida,Unilazer Ventures,Private Equity,2200000,1.0,['Unilazer Ventures'],2016
1403,2016-01-21,Housing,Consumer Internet,Online Real Estate Portal,mumbai,SoftBank Corp,Private Equity,15000000,1.0,['SoftBank Corp'],2016
1404,2016-01-21,CREO,Technology,Smartphone OS Developer,bangalore,"Sequoia Capital, Beenext Ventures, India Quotient, Anand Chandrasekaran",Private Equity,3000000,4.0,"['Sequoia Capital', ' Beenext Ventures', ' India Quotient', ' Anand Chandrasekaran']",2016
1405,2016-01-22,ShabdaNagari,Consumer Internet,Hindi Language Social Networking Portal,kanpur,Kanpur Angels & Others,Seed Funding,200000,1.0,['Kanpur Angels & Others'],2016
1406,2016-01-22,Little,Consumer Internet,Deal Discovery App,bangalore,GIC,Private Equity,1070000,1.0,['GIC'],2016
1407,2016-01-22,SnapBizz,ECommerce,Mobile based Retail Market Ecosystem,bangalore,"Jungle Ventures, Taurus Value Creation, Konly Venture, Blume Ventures",Private Equity,7200000,4.0,"['Jungle Ventures', ' Taurus Value Creation', ' Konly Venture', ' Blume Ventures']",2016
1408,2016-01-22,Qlivery,Consumer Internet,on-demand concierge services,gurgaon,Chandigarh Angels Funding,Seed Funding,1070000,1.0,['Chandigarh Angels Funding'],2016
1409,2016-01-22,PlexusMD,Consumer Internet,Social Network for Healthcare Professionals,ahmedabad,"Arihant Patni, Avnish Mehra, Pranay Adhvaryu, Ravi Sampat",Seed Funding,1070000,4.0,"['Arihant Patni', ' Avnish Mehra', ' Pranay Adhvaryu', ' Ravi Sampat']",2016
1410,2016-01-22,Silvan,Technology,Home Automation & Security Solutions,bangalore,The Chennai Angels,Seed Funding,515000,1.0,['The Chennai Angels'],2016
1411,2016-01-22,EPS,Technology,Electronic Payments Solution Company,mumbai,APIS Partners,Private Equity,35000000,1.0,['APIS Partners'],2016
1412,2016-01-22,Qubole,Technology,Enterprise Cloud Based Data Processing,bangalore,"Institutional Venture Partners, Norwest Venture Partners, Lightspeed Venture Partners, CRV",Private Equity,30000000,4.0,"['Institutional Venture Partners', ' Norwest Venture Partners', ' Lightspeed Venture Partners', ' CRV']",2016
1413,2016-01-22,Gajty,Healthcare,Salons & Spa Chain,gurgaon,Purvi Ventures,Seed Funding,1070000,1.0,['Purvi Ventures'],2016
1414,2016-01-25,SIFTR,Consumer Internet,Photography curation & Aggregator platform,mumbai,Venture Catalysts,Seed Funding,150000,1.0,['Venture Catalysts'],2016
1415,2016-01-25,Power2SME,Consumer Internet,SME Online Buying Hub,gurgaon,"Nandan Nilekani, Accel Partners, Kalaari Capital and Inventus Capital",Private Equity,21000000,3.0,"['Nandan Nilekani', ' Accel Partners', ' Kalaari Capital and Inventus Capital']",2016
1416,2016-01-25,SkyCandle,ECommerce,Home Décor Product etailer,new delhi,GPA group,Private Equity,1070000,1.0,['GPA group'],2016
1417,2016-01-27,Teabox,ECommerce,Specialty Tea ETailer,siliguri,Ratan Tata,Private Equity,1070000,1.0,['Ratan Tata'],2016
1418,2016-01-27,Buildzar,ECommerce,Construction Material ETailer,gurgaon,Puneet Dalmia,Private Equity,4000000,1.0,['Puneet Dalmia'],2016
1419,2016-01-27,Applicate,Technology,"Sales, Market, Distribution & Data Analytics Platform",bangalore,Undisclosed investors,Seed Funding,1000000,1.0,['Undisclosed investors'],2016
1420,2016-01-27,WhatsOnRent,ECommerce,Online Rental Marketplace,bangalore,Lalit Mangal & Others,Seed Funding,1070000,1.0,['Lalit Mangal & Others'],2016
1421,2016-01-28,Zebi,Technology,Data Intelligence & Analytics,hyderabad,Un disclosed investors,Seed Funding,1000000,1.0,['Un disclosed investors'],2016
1422,2016-01-28,Truce,FMCG,Vegetables & Fruits Supply Chain,mumbai,"Anupam Mittal, Amit Gupta, Utsav Somani, Neeraj Goenka, Farooq Adam Mukadam",Seed Funding,370000,5.0,"['Anupam Mittal', ' Amit Gupta', ' Utsav Somani', ' Neeraj Goenka', ' Farooq Adam Mukadam']",2016
1423,2016-01-28,JustDoc,Consumer Interne,Medical Video Consultation platform,bangalore,"TV Mohandas Pai, Mohit Saxena, Raghunandan G, Singapore Angel Network, TracxnLabs",Seed Funding,1070000,5.0,"['TV Mohandas Pai', ' Mohit Saxena', ' Raghunandan G', ' Singapore Angel Network', ' TracxnLabs']",2016
1424,2016-01-28,Myeglu,Technology,Connected Smart Home Solutions,bangalore,Foxconn Technology Group & Others,Seed Funding,1070000,1.0,['Foxconn Technology Group & Others'],2016
1425,2016-01-29,BitGiving,Consumer Internet,Crowd Funding Platform,new delhi,"Harminder Sahni, Krishna Mehra, Sanjay Bakshi",Seed Funding,1070000,3.0,"['Harminder Sahni', ' Krishna Mehra', ' Sanjay Bakshi']",2016
1426,2016-01-29,Qriyo,Consumer Internet,Online Fitness & Educational information Aggregator,jodhpur,Idein Ventures,Seed Funding,160000,1.0,['Idein Ventures'],2016
1427,2016-01-29,N,Consumer Internet,Rental Bike Aggregator App,noida,Maple Capital Advisors,Seed Funding,1070000,1.0,['Maple Capital Advisors'],2016
1428,2016-01-29,Aisle,Consumer Internet,Indians focused Matchmaking App,bangalore,"TermSheet, ah! Ventures",Seed Funding,185000,2.0,"['TermSheet', ' ah! Ventures']",2016
1429,2016-01-29,FreshMenu,Consumer Internet,Fresh Food Delivery platform,bangalore,"Zodius Technology Fund, Lightspeed Venture Partners",Private Equity,17000000,2.0,"['Zodius Technology Fund', ' Lightspeed Venture Partners']",2016
1430,2016-01-29,Truebil,ECommerce,Online marketplace for cars,mumbai,"Kalaari Capital, Inventus Capital, Tekton Ventures, Kae Capital",Private Equity,5150000,4.0,"['Kalaari Capital', ' Inventus Capital', ' Tekton Ventures', ' Kae Capital']",2016
1431,2016-01-29,Rare,Technology,Mobile & Cloud based App developer,new delhi,Info Edge (India) Ltd,Private Equity,1100000,1.0,['Info Edge (India) Ltd'],2016
1432,2016-01-29,TinMen,Consumer Internet,Food Delivery Platform,hyderabad,Lead Angel Network,Seed Funding,1070000,1.0,['Lead Angel Network'],2016
1433,2016-01-29,CodingLabs,Technology,Coding Skill Showcase & Resume Builder,hyderabad,Vineet Nalla,Seed Funding,1070000,1.0,['Vineet Nalla'],2016
1434,2016-01-30,FindUrClass,Consumer Internet,Hobby & Activity Class Aggregator,mumbai,"Amit Patni, Anirudh Damani, Samir Shah",Seed Funding,1070000,3.0,"['Amit Patni', ' Anirudh Damani', ' Samir Shah']",2016
1435,2016-01-30,DesignBids,Consumer Internet,Interior Design Marketplace,new delhi,Indian Angel Network,Seed Funding,1070000,1.0,['Indian Angel Network'],2016
1436,2015-01-12,CollegeDekho,Online Education Information platform,,jaipur,GirnarSoft,Seed Funding,1000000,1.0,['GirnarSoft'],2015
1437,2015-01-12,Black,Brand Licensing Startup,,mumbai,YouWeCan Ventures,Seed Funding,1070000,1.0,['YouWeCan Ventures'],2015
1438,2015-01-12,Biteclub,Gourmet Food Discovery & Delivery platform,,gurgaon,growX ventures,Private Equity,1070000,1.0,['growX ventures'],2015
1439,2015-01-12,Patel,Transportation & Logistics Platform,,mumbai,Frontline Strategy,Private Equity,5600000,1.0,['Frontline Strategy'],2015
1440,2015-01-12,Wigzo,Enterprise Marketing Automation platform,,new delhi,"Aarin Capital Partners, TV Mohandas Pai",Seed Funding,500000,2.0,"['Aarin Capital Partners', ' TV Mohandas Pai']",2015
1441,2015-01-12,Zapluk,"Health, Wellness & Beauty Services App",,hyderabad,empty,Seed Funding,1070000,,['empty'],2015
1442,2015-01-12,Godof,Digital Healthcare,,new delhi,Pankaj Gupta,Seed Funding,2000000,1.0,['Pankaj Gupta'],2015
1443,2015-02-12,RoomsTonite,Last Minute Hotel Booking App,,bangalore,"Lashit Sanghvi, Nikhil Vora, Venkat Vardhan,Mohammed Bin Abdul Rehman Al Khalifa,  Ralph Berezan, Vissal Mathew,  Balamurali Krishna",Seed Funding,1500000,7.0,"['Lashit Sanghvi', ' Nikhil Vora', ' Venkat Vardhan', 'Mohammed Bin Abdul Rehman Al Khalifa', '\xa0 Ralph Berezan', ' Vissal Mathew', '\xa0 Balamurali Krishna']",2015
1444,2015-02-12,Kaaryah,Womens Fashion Wear Portal,,new delhi,"The Saha Fund, TV Mohandas Pai",Private Equity,1070000,2.0,"['The Saha Fund', ' TV Mohandas Pai']",2015
1445,2015-03-12,Anakage,Product Learning platform,,bangalore,CIO Angel Network (CAN),Seed Funding,1070000,1.0,['CIO Angel Network (CAN)'],2015
1446,2015-03-12,EasyKhaana,Online Food ordering & Delivery platform,,new delhi,Undisclosed investors,Seed Funding,100000,1.0,['Undisclosed investors'],2015
1447,2015-03-12,Shuttl,App based Bus Pooling Services,,gurgaon,"Sequoia Capital, Times Internet Ltd & One more Fund",Private Equity,20000000,2.0,"['Sequoia Capital', ' Times Internet Ltd & One more Fund']",2015
1448,2015-03-12,Eckovation,Social Learning Platform,,new delhi,Chandigarh Angel Network (CAN),Seed Funding,1070000,1.0,['Chandigarh Angel Network (CAN)'],2015
1449,2015-03-12,Fitcircle,Social Fitness platform,,mumbai,Beerud Sheth and Ravi Mantha,Seed Funding,1070000,1.0,['Beerud Sheth and Ravi Mantha'],2015
1450,2015-04-12,Applop,On Demand Mobile app developer,,kolkata,GHV Accelerator,Seed Funding,100000,1.0,['GHV Accelerator'],2015
1451,2015-04-12,CaRPM,Car Maintenance & Management mobile app,,gurgaon,GHV Accelerator,Seed Funding,100000,1.0,['GHV Accelerator'],2015
1452,2015-04-12,NDTV,Online Wedding Marketplace,,new delhi,CerraCap,Private Equity,20000000,1.0,['CerraCap'],2015
1453,2015-04-12,Splitkart,Splitting Bills Mobile App,,new delhi,"Rajesh Sawhney, Anupam Mittal, Dinesh Agarwal, Gaurav Gupta,",Seed Funding,1070000,5.0,"['Rajesh Sawhney', ' Anupam Mittal', ' Dinesh Agarwal', ' Gaurav Gupta', '']",2015
1454,2015-07-12,Zenatix,IOT Energy Management Analytics platform,,gurgaon,Blume Ventures,Private Equity,1070000,1.0,['Blume Ventures'],2015
1455,2015-07-12,Customfurnish,Custom Made furniture e-tailer,,hyderabad,Agnus Capital,Private Equity,4500000,1.0,['Agnus Capital'],2015
1456,2015-07-12,Faasos,QSR Chain,,pune,"ru-Net, Sequoia Capital,  Lightbox Ventures",Private Equity,30000000,3.0,"['ru-Net', ' Sequoia Capital', '\xa0 Lightbox Ventures']",2015
1457,2015-07-12,Vlurn,eLearning platform,,mumbai,Vidyadhar Sarfare,Seed Funding,1070000,1.0,['Vidyadhar Sarfare'],2015
1458,2015-07-12,Leaf,Smart Safety Wearable Devices,,new delhi,"Ajeet Khurana Jinesh Shah, Vikram Chachra, Dr. Aniruddha Malpani",Seed Funding,250000,3.0,"['Ajeet Khurana Jinesh Shah', ' Vikram Chachra', ' Dr. Aniruddha Malpani']",2015
1459,2015-07-12,Coolshare,Cab Sharing service Mobile app,,mumbai,Gopal Aggarwal,Seed Funding,100000,1.0,['Gopal Aggarwal'],2015
1460,2015-08-12,mFicient,Cloud Enterprise Mobility Platform,,new delhi,Undisclosed investors,Seed Funding,1070000,1.0,['Undisclosed investors'],2015
1461,2015-08-12,HeyBiz,Online Shopping Assistant Mobile app,,new delhi,Shopclues,Seed Funding,1070000,1.0,['Shopclues'],2015
1462,2015-08-12,Yumist,Home Cooked Food Order & Delivery platform,,gurgaon,"Unilazer Ventures, Orios Venture Partners, Steven Lurie",Private Equity,2000000,3.0,"['Unilazer Ventures', ' Orios Venture Partners', ' Steven Lurie']",2015
1463,2015-09-12,Jigsaw,Online School for Analytics learning,,bangalore,Manipal Global Education Services,Private Equity,3000000,1.0,['Manipal Global Education Services'],2015
1464,2015-09-12,JoeHukum,Chat based personal Assistant App,,gurgaon,"TracxnLabs, Jitendra Gupta, Prashant Tandon",Seed Funding,1070000,3.0,"['TracxnLabs', ' Jitendra Gupta', ' Prashant Tandon']",2015
1465,2015-09-12,Voxweb,Picture creation & Social mobile app,,mumbai,Undisclosed Investor,Seed Funding,350000,1.0,['Undisclosed Investor'],2015
1466,2015-09-12,Aye,Nonbanking finance company,,new delhi,"SAIF Partners, Accion",Private Equity,3000000,2.0,"['SAIF Partners', ' Accion']",2015
1467,2015-09-12,JumboBasket,eCommerce returns etailer,,chandigarh,Chandigarh Angels Network,Seed Funding,1070000,1.0,['Chandigarh Angels Network'],2015
1468,2015-10-12,BlackBuck,Online Freight Services Aggregator,,bangalore,"Tiger Global Management, Yuri Milner, Apoletto, Accel Partners, Flipkart",Private Equity,25000000,5.0,"['Tiger Global Management', ' Yuri Milner', ' Apoletto', ' Accel Partners', ' Flipkart']",2015
1469,2015-10-12,HomeStudio,Online Branded Furniture etailer,,bangalore,Bren Corporation,Private Equity,5000000,1.0,['Bren Corporation'],2015
1470,2015-10-12,PropheSee,Digital Analytics Platform,,new delhi,"Indian Angel Network, Stanford Angels, Entrepreneurs India",Seed Funding,500000,3.0,"['Indian Angel Network', ' Stanford Angels', ' Entrepreneurs India']",2015
1471,2015-10-12,i2e1,Internet Network Infrastructure Services,,new delhi,GrowX Ventures,Seed Funding,500000,1.0,['GrowX Ventures'],2015
1472,2015-10-12,Holisol,Supply Chain & Logistics Solutions,,new delhi,CLSA Capital Partners ARIA IV Funds,Private Equity,10000000,1.0,['CLSA Capital Partners ARIA IV Funds'],2015
1473,2015-10-12,Stay,Holiday Resort Chain,,bangalore,"Mr. Sudhir & Ms. Shalini Sethi, Mr. Praveen Someshwar",Seed Funding,1070000,2.0,"['Mr. Sudhir & Ms. Shalini Sethi', ' Mr. Praveen Someshwar']",2015
1474,2015-10-12,Paynear,Mobile Point of Sale solutions,,hyderabad,Mitesh Majithia,Private Equity,2500000,1.0,['Mitesh Majithia'],2015
1475,2015-10-12,Chillr,Peer-to-Peer Money Transfer & Recharge App,,mumbai,"Sequoia Capital, Blume Ventures, Uniqorn Ventures and other",Private Equity,70000000,3.0,"['Sequoia Capital', ' Blume Ventures', ' Uniqorn Ventures and other']",2015
1476,2015-11-12,EureQa,Test Automation SAAS platform,,hyderabad,"Sashi Reddi, Gabriel Investments",Seed Funding,600000,2.0,"['Sashi Reddi', ' Gabriel Investments']",2015
1477,2015-11-12,LocalCircles,Citizens Engagement Platform,,noida,Anand Mahindra,Private Equity,1070000,1.0,['Anand Mahindra'],2015
1478,2015-11-12,GetFocus,Indoor Navigation & Analytics Solutions,,mumbai,Undisclosed investors,Seed Funding,1070000,1.0,['Undisclosed investors'],2015
1479,2015-11-12,UrbanClap,Hyperlocal On-Demand Household Services platform,,gurgaon,Ratan Tata,Private Equity,1070000,1.0,['Ratan Tata'],2015
1480,2015-11-12,OnlineRTI,Online RTI application services,,bangalore,"LetsVenture, Mohandas Pai",Seed Funding,150000,2.0,"['LetsVenture', ' Mohandas Pai']",2015
1481,2015-11-12,Powerstores,ECommerce Website Creation SAAS platform,,goa,Extreme Venture Partners  William Bissell,Seed Funding,1070000,1.0,['Extreme Venture Partners\xa0 William Bissell'],2015
1482,2015-11-12,Weddingz,Wedding Venues & Vendors Marketplace,,mumbai,"Rajan Anandan, Zoya Akhtar, Reema Kagati, Ruchi Narain, Amrish Kumar, Hrishikesh Parandekar",Seed Funding,1000000,6.0,"['Rajan Anandan', ' Zoya Akhtar', ' Reema Kagati', ' Ruchi Narain', ' Amrish Kumar', ' Hrishikesh Parandekar']",2015
1483,2015-11-12,Intelligent,Interface development platform for Government officials,,bangalore,"Sachin Bansal, Binny Bansal",Seed Funding,1070000,2.0,"['Sachin Bansal', ' Binny Bansal']",2015
1484,2015-12-14,Capricoast,Modular Furnishings Marketplace,,bangalore,"Accel Partners India, RB Investments",Private Equity,3500000,2.0,"['Accel Partners India', ' RB Investments']",2015
1485,2015-12-14,JetSetGo,Private Jet Bookings Marketplace,,bangalore,Puneet Dalmia,Private Equity,1070000,1.0,['Puneet Dalmia'],2015
1486,2015-12-14,Cabsguru,Cab search Comparison & Booking platform,,new delhi,Prashanth Ranganathan,Seed Funding,200000,1.0,['Prashanth Ranganathan'],2015
1487,2015-12-14,Whoop,Performance Optimization Platform for athletes,,boston,Infosys,Private Equity,3000000,1.0,['Infosys'],2015
1488,2015-12-15,BookEventz,Event Venue Booking Platform,,mumbai,"Mumbai Angels, Singapore Angel Network, Zishaan Hayath",Seed Funding,1070000,3.0,"['Mumbai Angels', ' Singapore Angel Network', ' Zishaan Hayath']",2015
1489,2015-12-15,Deal,Digital Media Platform,,singapore,"Vijay Shekhar Sharma, Singapore Angels Network",Seed Funding,1070000,2.0,"['Vijay Shekhar Sharma', ' Singapore Angels Network']",2015
1490,2015-12-15,Streamoid,visual search and discovery platform,,bangalore,Undisclosed,Seed Funding,1000000,1.0,['Undisclosed'],2015
1491,2015-12-16,Housejoy,Home services marketplace,,bangalore,"Amazon, Vertex Ventures, Qualcomm, Ru-Net Technology Partners, Matrix Partners",Private Equity,22500000,5.0,"['Amazon', ' Vertex Ventures', ' Qualcomm', ' Ru-Net Technology Partners', ' Matrix Partners']",2015
1492,2015-12-16,Bluebirch,End to End reverse logistics Solution platform,,bangalore,"Chicago Capital Ventures, Sanjay Mehta, Others",Seed Funding,2000000,3.0,"['Chicago Capital Ventures', ' Sanjay Mehta', ' Others']",2015
1493,2015-12-16,MeraDoctor,Virtual Health consultation app,,mumbai,Unilazer,Private Equity,1200000,1.0,['Unilazer'],2015
1494,2015-12-16,STAGE,Online Renting platform,,new delhi,"Nisha Sharma, Puneet Dalmia, Balaji Prabhakar",Seed Funding,1070000,3.0,"['Nisha Sharma', ' Puneet Dalmia', ' Balaji Prabhakar']",2015
1495,2015-12-17,Rivigo,Logistics Services Provider,,gurgaon,SAIF Partners and others,Private Equity,30000000,1.0,['SAIF Partners and others'],2015
1496,2015-12-17,Springboard,Data Science & UX design Learning platform,,bangalore,"Allen Blue, John Katzman, Naveen Tewari, Kartik Hosanagar, Kashyap Deorah, 500 Startups, Blue Fog Capital",Seed Funding,1700000,7.0,"['Allen Blue', ' John Katzman', ' Naveen Tewari', ' Kartik Hosanagar', ' Kashyap Deorah', ' 500 Startups', ' Blue Fog Capital']",2015
1497,2015-12-17,Eatfresh,Online marketplace for Chef Meals,,bangalore,Kalaari Capital,Private Equity,1070000,1.0,['Kalaari Capital'],2015
1498,2015-12-18,Ampere,Electric Bike Manufacturers,,coimbatore,Kris Gopalakrishnan & Others,Seed Funding,1200000,1.0,['Kris Gopalakrishnan & Others'],2015
1499,2015-12-18,Focus,ECommerce platform solutions,,new delhi,Turning Ideas,Seed Funding,1070000,1.0,['Turning Ideas'],2015
1500,2015-12-18,The,Online Media Publication,,bangalore,Quintillion Media,Seed Funding,1070000,1.0,['Quintillion Media'],2015
1501,2015-12-18,CBREX,International Hiring Platform,,mumbai,"Prahlad Rao, Sundara Rajan, Vikram Chachra",Seed Funding,200000,3.0,"['Prahlad Rao', ' Sundara Rajan', ' Vikram Chachra']",2015
1502,2015-12-21,TruckMandi,Logistics Service Provider Marketplace,,new delhi,"Ritesh Dwivedy, Ramakant Sharma, Mount Nathan Advisors",Private Equity,2000000,3.0,"['Ritesh Dwivedy', ' Ramakant Sharma', ' Mount Nathan Advisors']",2015
1503,2015-12-21,Peppertap,Hyperlocal  Grocery Delivery Service,,gurgaon,Innoven Capital,Private Equity,4000000,1.0,['Innoven Capital'],2015
1504,2015-12-21,KOOH,Sports Education Platform,,mumbai,"TCS, HDFC, Faering Capital, Elevate Sports",Private Equity,2000000,4.0,"['TCS', ' HDFC', ' Faering Capital', ' Elevate Sports']",2015
1505,2015-12-22,RentOnGo,"Bike, Appliances Renting marketplace",,bangalore,"Anand Chandrasekaran, Rajesh Sawhney, Kalpana Tatavarti, Shivanandan Pare",Seed Funding,1070000,4.0,"['Anand Chandrasekaran', ' Rajesh Sawhney', ' Kalpana Tatavarti', ' Shivanandan Pare']",2015
1506,2015-12-22,Industrybuying,Online Marketplace for Industrial Goods,,new delhi,"Murugappa Group, TVS Group, Vellayan Subbiah, Arathi Krishna, Arun Venkatachalam",Seed Funding,1070000,5.0,"['Murugappa Group', ' TVS Group', ' Vellayan Subbiah', ' Arathi Krishna', ' Arun Venkatachalam']",2015
1507,2015-12-22,Zapr,Reward points mobile app,,gurgaon,Dinesh Agarwal,Seed Funding,1070000,1.0,['Dinesh Agarwal'],2015
1508,2015-12-22,LatestOne,Mobile accessories online store,,hyderabad,Palred Technologies Ltd,Private Equity,3000000,1.0,['Palred Technologies Ltd'],2015
